"Other Crops: Volume of Production, by Region and by Province, 1990-2018"

"Crop","Geolocation","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Ampalaya Fruit","....Pangasinan",1227.40,1259.76,1071.00,1017.28,1111.60,1099.56,1125.00,1134.00,1353.04,1092.05,1088.03,1156.21,1204.13,2703.75,2901.01,3024.18,3019.61,3224.79,3571.07,3414.79,3359.69,3033.01,2913.11,2913.02,2894.23,2791.69,2312.44,2616.38,2536.21
"Ampalaya Fruit","..REGION II (CAGAYAN VALLEY)",6557.57,5389.36,4302.60,3944.96,3402.65,3768.00,5586.00,6160.60,4029.49,4123.37,3876.93,4379.53,5085.43,6885.97,6549.97,6027.86,6377.81,7316.93,7823.59,7600.11,6450.18,6610.13,6669.37,6893.56,6571.75,6233.78,5714.05,5751.49,5177.73
"Ampalaya Fruit","....Batanes",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.16,23.67,22.29,12.05,12.33,7.50,5.89
"Ampalaya Fruit","....Cagayan",1089.00,1030.00,1109.00,1010.00,1228.00,1208.00,1940.00,2083.65,1262.43,699.53,701.77,793.28,889.27,1523.27,1266.25,1387.77,1298.55,2024.55,2312.51,2080.77,1691.21,1771.52,1888.27,1974.06,1917.69,1639.22,1427.01,1417.99,1322.93
"Ampalaya Fruit","....Isabela",3761.00,2938.00,2295.00,2492.00,1692.00,1876.00,2704.00,2907.00,2075.50,2200.00,2057.34,2613.50,3231.40,3875.50,4062.58,3695.67,3033.58,3150.88,3266.85,3508.64,3135.72,3367.73,3359.66,3541.53,3226.34,3263.76,3052.04,3167.10,2736.17
"Ampalaya Fruit","....Nueva Vizcaya",370.57,436.36,335.60,231.96,269.65,473.00,660.00,845.95,552.54,1071.34,986.62,860.00,855.76,1171.00,926.36,663.71,1765.83,1880.00,1988.73,1730.70,1374.25,1260.75,1184.78,1150.80,1193.58,1120.41,1026.93,970.82,968.17
"Ampalaya Fruit","....Quirino",1337.00,985.00,563.00,211.00,213.00,211.00,282.00,324.00,139.01,152.50,131.20,112.75,109.00,316.20,294.78,280.71,279.85,261.50,255.50,280.00,249.00,210.13,205.50,203.50,211.85,198.34,195.75,188.08,144.57
"Ampalaya Fruit","..REGION III (CENTRAL LUZON)",7443.95,6101.25,6018.93,9427.45,10662.84,10605.81,12489.93,14027.48,10181.91,16142.03,15459.93,16828.73,16706.89,25558.65,25371.53,25414.97,24367.06,25250.42,24952.67,24991.03,25749.95,25034.12,25281.07,25140.79,25304.53,25553.63,25112.26,25717.22,24514.21
"Ampalaya Fruit","....Aurora",22.00,30.90,35.90,42.59,50.34,61.80,78.60,97.80,81.57,86.40,90.19,100.56,111.26,164.03,171.26,169.00,165.40,171.00,178.00,174.90,181.50,181.75,181.93,170.95,195.60,198.30,181.24,204.26,177.59
"Ampalaya Fruit","....Bataan",66.80,67.50,87.76,55.17,69.42,71.35,74.95,77.59,44.85,69.03,72.63,72.51,72.61,111.50,112.60,107.46,105.37,107.00,107.84,108.15,109.32,112.00,111.40,116.70,148.20,148.30,143.00,152.29,141.52
"Ampalaya Fruit","....Bulacan",216.40,166.60,111.62,140.81,265.00,274.50,335.25,384.00,398.00,907.50,969.00,1437.00,1323.00,2243.99,2028.00,2439.04,2783.00,3477.00,3743.00,3674.00,3979.00,3999.00,4025.00,3922.00,4144.00,4282.00,4143.36,4391.00,4521.00
"Ampalaya Fruit","....Nueva Ecija",2480.00,2320.00,2575.20,5950.00,6670.00,6530.00,8090.00,7650.00,4397.03,7488.00,7860.94,9290.30,9270.38,14001.00,14238.56,13886.49,12582.24,12695.35,12189.90,12307.14,12997.50,12821.49,12977.25,13124.99,12869.98,13001.16,12634.73,11867.44,10187.33
"Ampalaya Fruit","....Pampanga",3460.00,2080.00,1768.00,1787.04,1887.33,1920.46,1924.13,3798.49,4260.27,6480.15,5457.00,4885.80,4910.80,7405.84,7142.95,7149.50,7105.00,7108.00,7103.00,7081.00,6996.00,6648.00,6685.00,6555.00,6601.00,6578.00,6715.64,7650.78,7965.80
"Ampalaya Fruit","....Tarlac",1140.00,1380.00,1380.00,1392.00,1645.00,1673.00,1912.00,1936.00,921.60,996.06,887.38,907.16,888.85,1359.97,1427.16,1443.98,1436.55,1467.97,1411.33,1410.54,1258.23,1040.38,1043.94,989.15,1022.95,989.87,958.97,1105.66,1156.05
"Ampalaya Fruit","....Zambales",58.75,56.25,60.45,59.85,75.75,74.70,75.00,83.60,78.59,114.90,122.80,135.40,130.00,272.32,251.00,219.50,189.50,224.10,219.60,235.30,228.40,231.50,256.55,262.00,322.80,356.00,335.32,345.79,364.92
"Ampalaya Fruit","..REGION IV-A (CALABARZON)",7033.10,6724.86,6337.00,5761.26,6417.61,8838.82,6988.71,6776.89,7045.38,8527.32,9908.10,10566.47,11257.49,16899.21,19778.79,19855.42,19129.82,19925.95,20815.67,22336.62,24003.62,24029.83,24224.05,24194.13,22315.31,21272.18,21322.64,20878.39,20229.86
"Ampalaya Fruit","....Batangas",1564.00,1538.00,1123.00,794.00,1111.60,1270.40,1700.00,2200.00,1759.15,1994.06,1954.87,1897.94,1810.25,2495.32,2599.50,2383.50,1809.00,2284.50,2338.00,3015.15,4579.00,6043.00,5540.00,5643.50,5779.00,5262.50,5866.70,6024.66,6379.01
"Ampalaya Fruit","....Cavite",711.31,574.51,585.00,682.92,870.32,758.26,571.12,494.50,448.52,480.08,492.14,486.40,540.29,2810.61,2838.53,3143.49,3004.92,3135.83,3147.70,3121.04,3132.90,3018.84,3109.27,3049.08,2760.60,2671.20,2561.19,2491.02,2180.71
"Ampalaya Fruit","....Laguna",585.00,665.00,706.00,770.00,892.00,920.00,1080.00,1000.00,979.77,994.13,921.13,920.66,935.25,1514.99,1545.12,1606.25,1604.35,1618.70,1566.27,1686.30,1673.55,1698.50,1612.20,1616.59,1157.49,1312.39,1186.86,1182.54,1193.69
"Ampalaya Fruit","....Quezon",4067.50,3845.75,3826.00,3416.34,3443.30,5800.99,3551.18,2994.18,3783.35,4985.40,6470.42,7191.27,7899.64,9968.81,12673.78,12580.68,12587.55,12756.52,13631.36,14380.28,14488.97,13138.59,13830.01,13748.06,12478.42,11869.33,11563.43,11044.61,10329.75
"Ampalaya Fruit","....Rizal",105.29,101.60,97.00,98.00,100.39,89.17,86.41,88.21,74.60,73.65,69.53,70.20,72.07,109.48,121.86,141.50,124.00,130.40,132.34,133.85,129.20,130.90,132.57,136.90,139.80,156.76,144.46,135.56,146.70
"Ampalaya Fruit","..MIMAROPA REGION",156.09,148.55,162.25,164.55,178.35,180.15,169.92,211.59,205.41,216.28,209.00,216.94,224.43,450.49,462.15,487.59,446.67,447.79,490.27,505.74,535.92,562.29,598.12,872.38,1047.79,1163.50,1239.62,1655.67,1646.22
"Ampalaya Fruit","....Marinduque",39.00,40.00,44.00,43.00,47.00,42.00,44.00,45.00,44.64,39.10,35.74,37.02,37.72,163.03,165.96,168.75,158.17,156.85,158.39,161.61,154.91,155.89,160.78,165.02,161.55,175.09,179.75,183.73,187.85
"Ampalaya Fruit","....Occidental Mindoro",34.00,40.00,44.00,49.00,60.00,62.00,62.00,63.00,62.12,66.93,63.75,68.53,68.73,111.10,114.30,136.00,123.29,124.36,141.10,137.63,146.96,140.86,147.66,236.35,249.48,309.40,321.60,315.06,318.17
"Ampalaya Fruit","....Oriental Mindoro",35.40,28.95,32.20,30.02,26.36,26.36,13.18,36.97,36.92,48.71,49.61,50.32,50.74,66.72,68.18,65.46,48.50,47.09,44.59,42.06,46.70,49.44,49.91,146.06,211.69,198.12,234.71,587.56,552.95
"Ampalaya Fruit","....Palawan",10.43,7.10,7.28,6.03,7.85,10.50,10.51,10.51,9.82,10.55,10.67,11.00,11.50,18.86,20.83,21.96,22.47,23.69,46.70,59.80,78.61,102.24,125.77,206.46,291.19,344.55,365.35,404.36,413.57
"Ampalaya Fruit","....Romblon",37.26,32.50,34.77,36.49,37.14,39.30,40.22,56.10,51.91,50.99,49.23,50.07,55.73,90.78,92.88,95.42,94.24,95.80,99.49,104.64,108.74,113.86,114.00,118.49,133.88,136.34,138.21,164.96,173.68
"Ampalaya Fruit","..REGION V (BICOL REGION)",1412.90,1093.25,1176.24,1378.33,1288.17,1216.44,1302.18,1630.84,1064.49,1316.36,928.80,974.16,1042.31,1701.92,1643.45,1747.06,1586.51,2841.24,2883.79,2918.92,2894.96,2816.35,2939.83,3095.09,2746.21,2695.40,2798.18,2899.97,3002.19
"Ampalaya Fruit","....Albay",637.00,637.00,668.85,980.00,807.57,756.29,886.65,1092.15,651.17,823.08,452.72,459.74,494.75,765.65,735.75,776.89,758.00,815.25,844.98,825.00,841.50,806.35,872.68,944.47,663.66,626.13,648.43,679.76,697.42
"Ampalaya Fruit","....Camarines Norte",144.00,105.00,150.00,120.00,135.00,125.00,80.00,130.00,39.23,39.60,46.22,70.61,76.65,165.82,272.11,331.37,308.05,340.20,334.20,327.00,309.00,300.00,314.80,325.00,300.73,311.06,314.36,298.84,299.98
"Ampalaya Fruit","....Camarines Sur",517.00,255.00,258.18,190.57,264.93,243.27,238.25,289.65,296.17,366.50,344.10,361.09,385.91,646.66,507.05,507.81,398.06,962.27,956.81,987.36,940.34,899.15,909.57,918.67,906.94,920.09,1012.08,1080.34,1155.18
"Ampalaya Fruit","....Catanduanes",10.50,13.50,13.77,13.26,15.94,18.75,16.81,17.85,13.86,17.66,16.53,14.59,15.90,18.40,17.28,14.89,15.53,15.54,15.97,15.26,15.93,15.81,15.71,16.01,15.65,14.87,14.37,9.69,12.48
"Ampalaya Fruit","....Masbate",39.40,30.75,35.44,34.50,33.24,33.13,33.47,40.00,30.25,29.28,29.38,24.65,22.13,33.39,30.42,31.60,34.81,627.94,643.87,659.88,667.16,666.30,691.75,769.20,740.47,701.86,695.67,715.58,719.46
"Ampalaya Fruit","....Sorsogon",65.00,52.00,50.00,40.00,31.50,40.00,47.00,61.20,33.80,40.26,39.86,43.47,46.99,72.00,80.84,84.50,72.06,80.04,87.96,104.42,121.03,128.74,135.32,121.74,118.76,121.39,113.28,115.76,117.67
"Ampalaya Fruit","..REGION VI (WESTERN VISAYAS)",706.86,830.57,824.07,794.00,878.26,853.35,869.85,904.53,892.71,844.55,855.41,829.45,896.35,1311.08,1753.00,1941.05,2208.79,2385.78,2348.30,2454.74,2652.54,2720.29,2718.58,2634.90,2725.81,2808.74,2851.36,3043.37,3082.91
"Ampalaya Fruit","....Aklan",40.75,39.18,43.42,42.23,61.96,50.46,53.12,52.52,52.61,52.52,52.70,50.32,49.84,68.08,115.25,182.74,226.39,237.13,258.35,269.87,277.10,275.09,269.99,234.23,211.33,199.05,190.66,183.43,176.60
"Ampalaya Fruit","....Antique",31.48,33.08,39.79,47.52,49.49,48.86,48.20,59.52,59.20,58.84,53.65,53.61,54.82,87.03,129.45,201.77,260.92,328.80,308.13,264.54,294.21,299.20,319.19,298.90,316.44,328.54,330.06,408.68,425.20
"Ampalaya Fruit","....Capiz",37.00,58.00,56.58,57.62,59.52,58.61,73.86,55.16,56.69,57.14,57.81,57.72,55.46,84.59,211.13,346.00,389.00,395.70,426.04,378.36,419.10,438.10,481.20,455.80,456.90,526.00,526.30,562.80,568.80
"Ampalaya Fruit","....Guimaras",47.26,57.30,57.66,56.22,54.68,50.38,65.37,91.44,72.65,61.30,59.55,61.45,63.65,98.36,114.62,114.02,121.75,131.53,153.50,159.00,164.00,166.89,176.22,175.15,174.54,192.70,191.88,235.59,245.83
"Ampalaya Fruit","....Iloilo",299.37,363.01,365.62,356.41,346.63,337.05,336.30,347.90,325.80,296.23,299.61,294.28,326.34,491.51,546.51,580.05,679.00,738.40,667.46,768.20,830.00,852.00,801.00,810.50,889.00,884.00,931.00,976.10,991.50
"Ampalaya Fruit","....Negros Occidental",251.00,280.00,261.00,234.00,306.00,308.00,293.00,298.00,325.76,318.52,332.09,312.08,346.24,481.51,636.04,516.47,531.73,554.22,534.82,614.77,668.13,689.01,670.98,660.32,677.60,678.45,681.46,676.77,674.98
"Ampalaya Fruit","..REGION VII (CENTRAL VISAYAS)",2184.29,2370.28,2479.17,2421.30,2201.69,2222.81,2314.16,2255.29,2100.55,2215.82,2214.18,2232.74,2223.71,3621.24,4393.57,4380.85,3822.97,3779.30,3927.44,3944.92,4154.67,3226.66,2810.64,3721.01,4119.14,3970.73,3716.93,3852.49,3881.74
"Ampalaya Fruit","....Bohol",213.74,329.73,437.62,423.77,322.80,320.26,441.11,448.24,428.99,451.35,464.33,478.73,544.44,857.95,1695.92,1737.89,1707.24,1734.50,1871.04,1931.50,2211.74,1315.57,877.70,917.78,1143.69,1130.20,1050.67,1340.67,1338.06
"Ampalaya Fruit","....Cebu",1716.00,1775.00,1763.00,1710.00,1575.00,1581.00,1530.00,1526.42,1394.19,1490.60,1471.35,1471.37,1392.98,2328.51,2108.33,2044.18,1477.84,1380.89,1383.53,1366.13,1344.20,1328.70,1378.86,1318.56,1446.44,1369.81,1356.65,1405.69,1350.50
"Ampalaya Fruit","....Negros Oriental",231.00,242.00,255.00,269.00,283.00,298.00,318.00,258.03,257.67,252.29,256.43,260.55,266.27,403.76,558.32,562.22,600.28,614.00,619.54,588.39,546.34,521.96,497.68,1427.53,1471.82,1413.58,1259.44,1055.71,1142.92
"Ampalaya Fruit","....Siquijor",23.55,23.55,23.55,18.53,20.89,23.55,25.06,22.60,19.70,21.58,22.07,22.09,20.02,31.02,31.00,36.56,37.61,49.91,53.33,58.90,52.39,60.43,56.40,57.14,57.19,57.14,50.17,50.42,50.26
"Ampalaya Fruit","..REGION VIII (EASTERN VISAYAS)",520.84,543.88,523.72,507.69,551.52,502.68,506.42,565.43,473.90,564.12,595.04,612.21,634.14,1002.03,1026.42,1066.32,1067.14,1127.87,1144.37,1165.19,1177.03,1180.36,1196.42,1182.14,1083.37,1119.27,1112.92,1101.80,1090.03
"Ampalaya Fruit","....Biliran",..,..,..,..,37.00,33.10,32.72,35.52,29.14,30.01,30.86,31.22,33.54,51.21,52.01,52.96,59.05,62.94,62.90,64.85,70.85,71.16,71.30,70.91,67.05,67.30,67.82,68.50,61.50
"Ampalaya Fruit","....Eastern Samar",53.13,52.62,48.00,46.90,50.25,37.25,37.62,45.00,24.72,23.18,20.21,20.18,20.46,31.78,31.98,32.38,32.66,34.07,33.10,33.52,33.84,33.68,34.18,28.62,26.57,20.51,19.90,16.51,12.18
"Ampalaya Fruit","....Leyte",310.15,382.66,371.48,352.91,352.85,323.79,339.78,345.00,296.16,350.84,379.01,392.51,406.93,635.96,654.47,680.76,680.88,702.43,693.17,704.29,712.74,714.24,726.08,718.60,624.20,663.43,657.03,647.64,643.90
"Ampalaya Fruit","....Northern Samar",25.78,24.30,24.82,24.43,25.18,24.31,24.45,24.21,23.31,22.29,22.16,23.44,23.75,36.37,37.97,46.75,48.50,75.64,96.90,99.98,102.90,105.58,108.52,114.29,118.54,117.35,111.15,113.15,114.95
"Ampalaya Fruit","....Samar",15.10,17.23,14.18,15.17,15.23,14.64,20.71,41.71,52.57,58.30,58.41,58.99,62.70,110.67,114.51,117.76,112.20,116.18,118.76,120.70,122.50,124.30,126.30,130.28,127.20,135.30,137.00,141.60,142.63
"Ampalaya Fruit","....Southern Leyte",116.68,67.07,65.24,68.28,71.01,69.59,51.14,74.00,47.99,79.50,84.39,85.88,86.77,136.04,135.48,135.71,133.85,136.61,139.54,141.85,134.20,131.40,130.04,119.44,119.81,115.38,120.02,114.40,114.87
"Ampalaya Fruit","..REGION IX (ZAMBOANGA PENINSULA)",657.00,559.01,513.60,517.02,536.87,1134.15,2671.35,2063.42,1950.39,1768.21,1785.18,1760.89,1789.98,2626.37,2837.11,2932.29,2802.45,2646.51,2689.21,2727.32,2717.44,2678.54,2718.54,3618.80,5294.44,5248.26,5180.05,5083.71,5238.58
"Ampalaya Fruit","....Zamboanga del Norte",62.40,72.80,62.40,72.80,83.20,83.20,88.40,93.60,93.97,111.32,128.83,136.59,161.33,228.11,224.95,224.24,218.78,214.94,230.95,243.87,247.25,264.91,270.02,308.31,317.13,313.53,307.89,286.86,273.10
"Ampalaya Fruit","....Zamboanga del Sur",542.36,429.21,385.00,378.10,385.42,386.63,397.95,404.72,392.04,432.52,424.22,332.54,316.49,421.37,375.41,388.29,413.70,394.35,397.25,368.38,338.57,316.27,320.53,539.56,731.54,771.83,783.17,806.96,804.10
"Ampalaya Fruit","....Zamboanga Sibugay",..,..,..,..,..,..,..,..,..,..,..,88.40,88.70,140.17,138.99,141.83,140.41,137.50,137.14,141.77,137.76,130.26,138.99,149.83,165.13,166.45,174.50,184.20,192.26
"Ampalaya Fruit","......City of Zamboanga",52.24,57.00,66.20,66.12,68.26,664.32,2185.00,1565.10,1464.38,1224.38,1232.13,1203.36,1223.47,1836.72,2097.76,2177.93,2029.56,1899.72,1923.87,1973.30,1993.86,1967.10,1989.00,2621.10,4080.64,3996.45,3914.49,3805.69,3969.13
"Ampalaya Fruit","..REGION X (NORTHERN MINDANAO)",1240.44,1082.44,1035.57,1100.99,1131.80,1331.69,1565.18,1370.90,1064.88,1310.50,1335.73,1201.53,1222.09,1987.35,1976.24,1891.28,1926.09,2184.91,2312.21,2350.28,2449.06,2650.66,2735.90,2828.10,2921.97,2882.29,2899.23,3023.34,3118.86
"Ampalaya Fruit","....Bukidnon",294.00,216.00,216.00,224.00,224.00,368.00,587.50,352.50,318.43,326.57,328.40,333.16,332.29,376.25,378.32,388.35,409.25,417.50,425.00,445.00,436.00,460.00,475.00,497.00,500.00,505.00,518.00,536.00,549.50
"Ampalaya Fruit","....Camiguin",1.72,1.88,2.58,2.74,2.85,2.92,3.01,3.01,2.61,3.05,3.10,2.83,2.84,3.57,6.52,5.20,4.30,15.16,24.40,26.67,36.48,39.82,39.59,36.20,34.82,41.34,37.58,41.59,39.53
"Ampalaya Fruit","....Lanao del Norte",9.00,10.43,6.27,5.18,5.82,6.06,6.55,5.27,30.56,131.90,166.18,176.33,194.66,259.68,263.19,266.30,273.16,446.85,456.00,471.00,489.00,501.54,513.00,525.00,527.60,523.40,542.65,540.50,551.58
"Ampalaya Fruit","....Misamis Occidental",67.72,74.13,75.72,68.08,45.13,44.71,58.12,58.12,52.61,110.64,114.71,122.20,118.24,174.44,218.68,227.45,239.64,240.23,282.38,300.65,316.93,339.46,343.31,354.90,355.55,359.55,356.00,366.20,375.95
"Ampalaya Fruit","....Misamis Oriental",868.00,780.00,735.00,801.00,854.00,910.00,910.00,952.00,660.69,738.34,723.34,567.01,574.06,1173.41,1109.53,1003.98,999.74,1065.17,1124.43,1106.96,1170.65,1309.84,1365.00,1415.00,1504.00,1453.00,1445.00,1539.05,1602.30
"Ampalaya Fruit","..REGION XI (DAVAO REGION)",703.48,632.11,697.04,704.82,776.34,854.17,846.67,836.00,795.59,880.62,1459.40,1531.40,1581.06,2454.63,2561.98,2628.05,2623.32,2648.72,2603.44,2585.42,2631.70,2530.06,2504.41,2607.76,2802.80,2802.11,2725.75,2835.10,2820.71
"Ampalaya Fruit","....Compostela Valley",..,..,..,..,..,..,..,..,..,43.07,371.51,394.33,400.36,645.73,721.90,750.09,734.86,784.35,799.87,798.38,835.46,836.51,755.78,851.08,971.55,971.75,943.85,933.77,912.90
"Ampalaya Fruit","....Davao del Norte",35.35,37.26,47.00,47.26,49.96,77.60,84.47,86.95,88.09,49.38,136.25,152.04,162.20,264.94,273.80,278.47,291.62,294.14,295.31,289.70,286.45,278.41,280.93,280.94,284.72,287.58,302.69,301.53,296.68
"Ampalaya Fruit","....Davao del Sur",288.42,189.20,228.21,204.80,250.18,280.12,259.10,238.45,242.72,256.67,281.14,293.15,291.46,440.58,449.15,483.14,488.60,477.22,474.98,478.50,487.16,467.49,476.23,475.43,499.11,500.39,502.71,580.75,564.66
"Ampalaya Fruit","....Davao Oriental",153.00,171.00,189.00,198.00,207.00,216.00,220.00,225.00,197.86,210.64,218.59,227.07,245.46,375.58,369.65,372.35,366.96,353.58,349.36,344.87,344.84,328.35,336.75,337.45,359.44,354.39,350.02,346.80,345.79
"Ampalaya Fruit","......City of Davao",226.71,234.65,232.83,254.76,269.20,280.44,283.10,285.60,266.92,320.86,451.90,464.80,481.58,727.80,747.48,744.00,741.28,739.43,683.92,673.97,677.79,619.30,654.72,662.86,687.98,688.00,626.48,672.25,700.68
"Ampalaya Fruit","..REGION XII (SOCCSKSARGEN)",390.95,319.09,285.92,338.47,332.45,379.15,263.09,266.34,279.60,382.55,539.58,611.84,631.37,983.35,1203.62,1274.72,1372.09,1398.91,1440.38,1500.41,1507.58,1532.60,1546.28,1606.59,1599.45,1511.02,1389.81,1362.11,1366.67
"Ampalaya Fruit","....Cotabato",243.00,178.00,154.00,193.00,210.00,248.00,139.94,139.94,145.32,183.13,256.72,286.63,299.96,486.23,714.67,752.29,829.93,861.63,868.84,890.81,909.25,929.45,952.70,987.52,993.07,913.33,846.56,866.50,879.94
"Ampalaya Fruit","....Sarangani",..,..,..,12.80,12.80,12.80,11.20,9.60,9.15,12.11,28.92,54.77,61.96,101.35,106.88,106.45,109.20,111.30,98.25,100.00,91.45,96.50,94.75,94.75,94.62,101.50,91.50,96.45,99.45
"Ampalaya Fruit","....Sultan Kudarat",55.52,50.42,53.67,56.51,43.16,37.85,34.02,44.45,60.55,120.84,160.09,175.25,183.09,254.56,256.72,280.76,294.17,293.24,294.79,310.77,318.74,307.53,313.75,311.66,302.21,299.93,255.87,208.21,188.26
"Ampalaya Fruit","....South Cotabato",92.43,90.67,78.25,76.16,66.49,80.50,77.93,72.35,64.58,66.47,93.85,95.19,86.36,141.21,125.35,135.22,138.79,132.74,178.50,198.83,188.14,199.12,185.08,212.66,209.55,196.26,195.88,190.95,199.02
"Ampalaya Fruit","..REGION XIII (CARAGA)",167.90,183.79,221.61,219.78,216.59,244.70,241.70,244.33,216.63,246.44,270.86,283.68,296.66,471.27,444.73,785.70,754.98,847.21,806.76,813.27,853.18,656.08,754.11,851.33,865.99,885.10,1026.72,1461.49,1471.63
"Ampalaya Fruit","....Agusan del Norte",34.00,41.44,41.50,40.26,41.40,41.40,40.90,39.37,37.41,37.80,42.86,43.66,48.94,86.26,94.00,130.21,132.28,151.00,139.00,124.89,130.76,123.93,153.44,203.65,211.02,174.53,172.47,172.74,208.63
"Ampalaya Fruit","....Agusan del Sur",48.50,42.50,82.75,79.81,76.19,106.66,109.86,95.27,81.23,70.85,86.00,84.13,85.42,132.08,159.23,408.52,367.20,406.21,370.11,387.46,399.16,354.80,410.64,454.77,466.33,513.68,650.02,1074.00,1035.01
"Ampalaya Fruit","....Dinagat Islands",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.37,5.05,4.40,3.60,4.04,10.38
"Ampalaya Fruit","....Surigao del Norte",29.40,40.35,27.36,26.21,15.00,16.14,27.94,22.19,18.47,23.90,29.40,33.75,35.50,55.12,53.50,67.47,64.50,68.00,63.15,66.22,72.23,29.99,45.03,31.54,31.09,25.00,19.39,25.55,26.72
"Ampalaya Fruit","....Surigao del Sur",56.00,59.50,70.00,73.50,84.00,80.50,63.00,87.50,79.52,113.90,112.60,122.15,126.80,197.81,138.00,179.50,191.00,222.00,234.50,234.70,251.03,147.36,145.00,153.00,152.50,167.49,181.24,185.16,190.89
"Ampalaya Fruit","..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)",255.91,256.07,261.70,260.16,185.92,156.42,154.96,169.17,187.40,190.36,178.76,174.13,173.00,276.58,280.52,287.55,290.87,294.61,296.43,290.02,290.76,287.56,303.06,305.27,299.27,304.68,305.72,311.11,329.09
"Ampalaya Fruit","....Basilan",8.11,7.05,6.90,6.97,6.80,6.63,14.00,14.00,13.92,14.31,15.82,15.84,16.18,23.95,24.80,25.14,25.64,25.98,26.35,23.81,23.53,23.98,24.46,24.85,24.38,24.35,24.00,24.92,25.40
"Ampalaya Fruit","....Lanao del Sur",54.60,60.40,72.70,69.04,69.73,69.74,69.11,89.25,98.06,100.24,83.17,81.52,78.47,91.23,94.35,99.39,100.05,100.50,100.10,101.50,102.75,99.81,109.19,114.03,108.47,112.96,113.66,114.21,116.81
"Ampalaya Fruit","....Maguindanao",167.20,163.14,158.86,160.73,83.00,30.54,30.54,30.35,33.87,30.57,32.05,32.47,34.74,95.20,98.00,99.00,100.00,101.20,98.80,93.60,93.42,89.60,91.51,91.60,92.85,94.56,97.86,99.98,111.50
"Ampalaya Fruit","....Sulu",26.00,25.48,23.24,23.41,26.39,26.11,25.51,25.70,22.75,25.10,22.43,21.37,21.87,32.65,32.28,32.41,32.44,32.39,34.13,33.75,37.40,40.00,41.95,41.75,42.85,43.27,39.25,41.18,43.15
"Ampalaya Fruit","....Tawi-tawi",..,..,..,..,..,23.40,15.80,9.87,18.80,20.14,25.29,22.92,21.74,33.55,31.09,31.61,32.74,34.54,37.05,37.36,33.66,34.17,35.95,33.04,30.72,29.54,30.95,30.82,32.23
"Broccoli","PHILIPPINES",197.20,929.50,2765.80,1688.50,1290.50,2126.40,1680.00,1708.55,1561.67,1615.99,1570.88,1606.79,1634.04,1669.07,1757.32,2071.70,2264.90,2370.17,2602.10,2684.66,2699.48,2880.86,2993.98,3026.41,3064.28,2911.08,2859.02,3159.13,2905.64
"Broccoli","..CORDILLERA ADMINISTRATIVE REGION (CAR)",197.20,929.50,2765.80,1688.50,1290.50,2126.40,1680.00,1708.55,1561.67,1608.52,1563.36,1599.26,1626.47,1652.37,1682.57,1696.79,1712.39,1786.15,1851.81,1858.03,1846.94,1863.96,1919.30,1948.35,1984.13,1890.09,1820.56,2076.99,1790.62
"Broccoli","....Abra",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Broccoli","....Apayao",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Broccoli","....Benguet",197.20,929.50,2765.80,1688.50,1290.50,2126.40,1680.00,1708.55,1561.67,1608.52,1563.36,1599.26,1626.47,1652.37,1682.57,1696.79,1712.39,1775.15,1839.92,1846.04,1846.94,1830.76,1859.30,1886.80,1921.76,1851.55,1777.48,2026.00,1741.80
"Broccoli","....Ifugao",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Broccoli","....Kalinga",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Broccoli","....Mountain Province",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.00,11.89,11.99,..,33.20,60.00,61.55,62.37,38.54,43.08,50.99,48.82
"Broccoli","..REGION I (ILOCOS REGION)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Broccoli","....Ilocos Norte",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Broccoli","....Ilocos Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Broccoli","....La Union",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Broccoli","....Pangasinan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Broccoli","..REGION II (CAGAYAN VALLEY)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.64,24.38,17.19,16.07,16.06,16.71,22.22,22.30
