"Other Crops: Volume of Production, by Region and by Province, 1990-2018"

"Crop","Geolocation","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Chrysanthemum","..REGION VIII (EASTERN VISAYAS)",..,..,..,..,..,..,..,..,0.05,0.07,0.13,0.31,0.37,1.49,3.12,6.04,6.85,7.80,8.01,9.46,10.24,10.66,10.63,10.01,7.98,8.39,8.88,8.94,8.22
"Chrysanthemum","....Biliran",..,..,..,..,..,..,..,..,..,..,..,0.16,0.20,0.26,1.35,1.45,1.57,1.68,1.77,2.58,3.36,3.42,3.46,3.30,3.15,3.16,3.12,2.77,1.55
"Chrysanthemum","....Eastern Samar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chrysanthemum","....Leyte",..,..,..,..,..,..,..,..,0.05,0.07,0.13,0.15,0.16,0.17,0.19,1.89,2.22,2.28,2.37,2.82,2.72,2.66,2.69,2.40,0.97,1.08,1.19,1.15,1.40
"Chrysanthemum","....Northern Samar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,0.35,0.51,1.17,1.14,1.18,1.22,1.27,1.30,1.34,1.36,1.29,1.05,1.09,1.07
"Chrysanthemum","....Samar",..,..,..,..,..,..,..,..,..,..,..,..,..,0.70,0.96,1.97,2.05,2.16,1.88,2.00,1.98,2.59,2.57,2.43,2.10,2.43,2.38,2.60,2.74
"Chrysanthemum","....Southern Leyte",..,..,..,..,..,..,..,..,..,..,..,..,..,0.36,0.37,0.38,0.50,0.51,0.85,0.88,0.96,0.72,0.61,0.54,0.40,0.42,1.14,1.33,1.46
"Chrysanthemum","..REGION IX (ZAMBOANGA PENINSULA)",11.30,20.11,19.80,34.27,37.11,27.18,27.82,28.66,29.54,29.86,30.12,29.82,29.91,27.89,26.30,27.49,27.76,29.79,28.37,30.59,31.07,32.38,31.94,33.04,33.21,34.53,33.93,34.42,33.99
"Chrysanthemum","....Zamboanga del Norte",..,..,..,..,..,..,..,..,..,..,..,..,..,0.50,0.81,1.36,1.52,1.68,1.75,2.16,3.01,3.01,3.82,4.05,4.50,5.92,5.29,5.73,5.86
"Chrysanthemum","....Zamboanga del Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.77,1.18,1.36,1.43,2.71,2.79,2.76,2.90,2.80,2.84,3.07,3.06,3.06,3.11,3.10
"Chrysanthemum","....Zamboanga Sibugay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.30,0.32,0.35,0.37,0.68,0.58,0.60,0.58,0.59
"Chrysanthemum","......City of Zamboanga",11.30,20.11,19.80,34.27,37.11,27.18,27.82,28.66,29.54,29.86,30.12,29.82,29.91,27.39,24.72,24.95,24.88,26.68,23.91,25.64,25.00,26.15,24.97,25.78,24.96,24.97,24.98,25.00,24.45
"Chrysanthemum","..REGION X (NORTHERN MINDANAO)",..,..,..,..,..,..,5.60,6.15,6.30,6.48,7.42,13.87,16.76,18.29,20.91,22.72,27.64,29.25,33.51,41.43,50.27,54.96,57.39,62.83,69.56,65.62,73.65,77.65,76.38
"Chrysanthemum","....Bukidnon",..,..,..,..,..,..,..,..,..,..,..,..,..,1.50,3.60,4.70,4.84,5.02,5.50,6.60,6.12,7.00,7.60,7.95,8.29,8.90,12.26,13.25,14.13
"Chrysanthemum","....Camiguin",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.10,0.16,0.16,0.16,0.24,0.22,0.20,0.19,0.16,0.22
"Chrysanthemum","....Lanao del Norte",..,..,..,..,..,..,5.60,5.85,5.90,6.08,7.02,13.40,16.30,16.32,16.60,17.25,17.90,19.05,21.15,21.68,27.07,27.80,29.28,29.89,30.05,30.02,32.45,34.24,31.76
"Chrysanthemum","....Misamis Occidental",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chrysanthemum","....Misamis Oriental",..,..,..,..,..,..,..,0.30,0.40,0.40,0.40,0.47,0.46,0.47,0.71,0.77,4.90,5.18,6.86,13.05,16.92,20.00,20.35,24.75,31.00,26.50,28.75,30.00,30.27
"Chrysanthemum","..REGION XI (DAVAO REGION)",13.94,16.74,15.57,16.45,16.23,17.97,19.49,17.77,22.47,23.24,23.50,24.53,198.93,387.35,380.13,399.92,353.86,293.02,284.24,264.96,245.96,231.49,216.11,166.73,157.97,153.61,146.19,142.84,138.17
"Chrysanthemum","....Compostela Valley",..,..,..,..,..,..,..,..,..,..,..,..,..,179.70,152.75,202.40,172.36,130.87,129.05,119.15,113.68,108.87,100.52,56.60,54.02,52.78,49.94,50.99,50.32
"Chrysanthemum","....Davao del Norte",..,..,..,..,..,..,..,..,..,..,..,..,174.15,181.13,200.73,170.50,154.16,134.55,126.29,120.67,107.24,97.91,91.28,85.57,79.24,75.51,70.24,65.21,60.58
"Chrysanthemum","....Davao del Sur",..,..,..,..,..,..,0.83,0.85,0.88,0.99,1.15,1.85,1.80,3.40,3.44,3.57,3.82,4.04,4.10,4.32,4.16,4.33,4.36,4.37,4.48,4.55,5.48,5.86,6.01
"Chrysanthemum","....Davao Oriental",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chrysanthemum","......City of Davao",13.94,16.74,15.57,16.45,16.23,17.97,18.66,16.92,21.59,22.25,22.36,22.68,22.99,23.12,23.21,23.45,23.52,23.56,24.80,20.82,20.88,20.38,19.95,20.19,20.23,20.77,20.53,20.78,21.26
"Chrysanthemum","..REGION XII (SOCCSKSARGEN)",4.57,4.58,5.44,4.62,4.58,4.58,5.90,7.12,6.36,8.48,9.70,9.85,10.03,19.70,29.54,38.09,40.02,39.51,38.93,40.69,40.03,45.24,49.50,50.30,51.22,48.79,40.30,48.82,53.59
"Chrysanthemum","....Cotabato",1.08,1.13,1.99,2.14,2.35,2.35,3.66,4.88,5.40,6.28,7.50,7.70,8.10,8.70,11.70,20.03,20.37,18.30,16.84,17.45,16.75,17.64,21.49,22.20,23.03,21.58,16.26,22.26,26.22
"Chrysanthemum","....Sarangani",..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.50,1.35,1.40,2.66,2.68,2.72,2.70,2.73,2.75,2.72,2.68,2.66,2.56,2.65,2.72
"Chrysanthemum","....Sultan Kudarat",3.49,3.45,3.45,2.48,2.23,2.23,2.24,2.25,0.96,2.20,2.20,..,..,9.00,2.02,1.97,1.55,1.40,1.20,1.00,0.65,0.42,0.35,0.31,0.28,0.26,0.22,0.19,0.13
"Chrysanthemum","....South Cotabato",..,..,..,..,..,..,..,..,..,..,..,2.15,1.93,2.00,14.32,14.74,16.70,17.15,18.21,19.52,19.93,24.45,24.91,25.07,25.23,24.29,21.26,23.72,24.52
"Chrysanthemum","..REGION XIII (CARAGA)",..,..,..,..,..,..,..,..,..,..,..,..,0.57,0.60,0.75,0.63,0.75,3.35,3.32,3.15,3.03,2.81,3.05,3.32,3.30,2.84,3.14,2.87,3.60
"Chrysanthemum","....Agusan del Norte",..,..,..,..,..,..,..,..,..,..,..,..,0.57,0.60,0.75,0.63,0.75,0.93,1.08,1.10,1.02,1.00,1.02,1.02,1.08,1.13,1.17,1.18,1.22
"Chrysanthemum","....Agusan del Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.42,2.24,2.05,2.01,1.81,2.03,2.29,2.22,1.71,1.65,1.30,1.84
"Chrysanthemum","....Dinagat Islands",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chrysanthemum","....Surigao del Norte",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.24,0.27,0.40
"Chrysanthemum","....Surigao del Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,0.08,0.11,0.14
"Chrysanthemum","..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)",..,..,..,..,..,..,..,..,2.50,3.25,3.40,3.50,3.45,2.98,2.98,2.40,1.88,2.25,5.40,5.00,4.40,3.05,2.30,1.80,1.20,0.35,0.10,0.12,0.10
"Chrysanthemum","....Basilan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chrysanthemum","....Lanao del Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chrysanthemum","....Maguindanao",..,..,..,..,..,..,..,..,2.50,3.25,3.40,3.50,3.45,2.98,2.98,2.40,1.88,2.25,5.40,5.00,4.40,3.05,2.30,1.80,1.20,0.35,0.10,0.12,0.10
"Chrysanthemum","....Sulu",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chrysanthemum","....Tawi-tawi",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coconut (with husk)","PHILIPPINES",11941960.00,11292500.00,11580400.00,11669480.00,11837160.00,12790840.00,11936720.00,13707836.64,12806428.95,11589010.09,12994653.92,13146051.95,14068495.16,14294203.46,14366183.76,14824584.65,14957909.91,14852926.80,15319526.75,15667564.85,15510282.61,15244609.30,15863800.92,15354334.19,14696298.35,14735188.98,13825080.08,14049131.06,14726165.43
"Coconut (with husk)","..CORDILLERA ADMINISTRATIVE REGION (CAR)",874.59,895.91,894.91,896.49,899.01,895.09,896.18,913.56,871.61,855.98,875.44,878.54,826.85,773.15,775.68,797.86,834.09,861.12,865.78,906.05,913.98,907.24,952.23,1078.78,1172.97,1165.07,1037.39,981.41,942.25
"Coconut (with husk)","....Abra",138.28,162.12,162.17,162.31,162.32,162.37,165.80,172.64,175.88,163.23,183.66,181.44,175.55,178.16,182.08,169.58,175.80,180.99,185.27,189.02,191.86,190.50,202.82,212.76,220.03,214.90,208.28,203.87,191.64
"Coconut (with husk)","....Apayao",..,..,..,..,..,..,..,..,..,..,214.08,216.00,228.49,188.07,195.69,220.89,225.00,239.00,235.60,255.15,254.85,248.45,267.65,324.50,374.84,393.08,347.69,324.65,295.55
"Coconut (with husk)","....Benguet",14.52,17.43,17.90,17.81,17.81,17.91,17.51,17.29,16.94,15.10,14.86,16.55,16.30,16.09,15.85,15.64,15.45,15.51,15.61,15.51,15.14,15.38,15.10,15.16,15.29,15.01,14.78,15.06,15.00
"Coconut (with husk)","....Ifugao",69.00,66.20,66.05,67.90,70.28,65.43,64.27,64.87,64.84,59.54,66.27,67.32,68.03,67.77,68.23,68.51,69.52,72.99,75.64,80.18,86.82,90.31,94.71,103.95,131.11,135.33,141.72,148.73,154.51
"Coconut (with husk)","....Kalinga",440.80,439.82,439.73,438.95,439.65,440.26,439.82,445.49,400.95,406.22,182.77,184.50,165.45,157.88,167.23,168.54,190.72,190.55,191.20,192.85,192.17,190.35,195.75,243.00,257.00,238.14,160.40,134.46,134.36
"Coconut (with husk)","....Mountain Province",211.99,210.34,209.06,209.51,208.95,209.12,208.78,213.28,213.00,211.89,213.80,212.74,173.04,165.18,146.60,154.70,157.60,162.08,162.46,173.34,173.14,172.25,176.20,179.41,174.70,168.61,164.52,154.64,151.19
"Coconut (with husk)","..REGION I (ILOCOS REGION)",14363.47,14396.63,15062.08,15999.21,17625.13,18052.92,18994.53,20419.48,19964.13,16504.81,19952.04,20483.85,20814.41,22071.58,23426.81,26674.48,31568.19,34551.12,36144.42,38023.16,37378.91,38476.03,39315.99,40482.32,40977.71,39463.90,40158.12,43624.80,42481.87
"Coconut (with husk)","....Ilocos Norte",2018.12,2003.00,2009.37,2440.94,2420.38,2962.40,2992.40,3081.70,3468.85,3316.71,3732.43,3664.02,3668.63,3656.91,3609.50,3664.38,3797.67,3992.56,4046.42,3933.43,3933.34,4156.18,4438.41,4589.24,4896.08,5088.57,5198.02,5381.77,5608.20
"Coconut (with husk)","....Ilocos Sur",1832.12,1500.12,1505.94,1522.55,1482.62,1432.26,1431.73,1421.17,1427.71,1566.17,1524.50,1540.42,1584.46,1630.69,1979.41,2888.15,4127.68,4799.20,5354.78,5463.75,5376.93,5134.81,4956.09,5032.59,4841.04,4610.59,4716.06,4861.91,4871.66
"Coconut (with husk)","....La Union",843.47,786.72,862.22,937.32,1071.51,1058.10,1058.72,1018.44,847.60,788.44,885.01,884.68,1057.19,1121.86,1476.14,1511.65,2074.86,1964.74,1975.82,2025.16,2173.01,2248.08,2328.92,2379.19,2488.02,2525.32,2466.27,2553.74,2575.56
"Coconut (with husk)","....Pangasinan",9669.76,10106.80,10684.55,11098.41,12650.62,12600.15,13511.69,14898.17,14219.97,10833.50,13810.10,14394.73,14504.14,15662.12,16361.76,18610.30,21567.98,23794.62,24767.40,26600.82,25895.64,26936.95,27592.57,28481.30,28752.57,27239.41,27777.78,30827.38,29426.46
"Coconut (with husk)","..REGION II (CAGAYAN VALLEY)",22969.83,23432.93,24822.36,27123.79,32171.65,34575.13,40215.27,45462.00,36121.68,34929.12,39553.84,44491.37,49085.35,48943.51,56875.31,66150.83,75549.45,79325.65,77775.94,71895.52,67320.27,59761.10,66232.77,71560.70,74372.18,77118.14,77177.33,73794.57,73855.22
"Coconut (with husk)","....Batanes",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1415.09,1134.25,895.70,816.69,664.29,523.17,545.55
"Coconut (with husk)","....Cagayan",15686.59,16061.89,17549.85,19956.29,24368.24,26515.05,30981.16,32790.43,25778.83,23941.39,27066.65,30591.54,30665.01,30632.45,31830.12,33140.08,34404.99,36133.00,34290.28,31553.63,30641.72,32831.58,32602.38,32770.58,33007.16,35785.35,37802.92,34917.58,34210.95
"Coconut (with husk)","....Isabela",5126.37,5199.71,5014.29,4993.10,5350.54,5418.50,6381.20,7583.87,6016.85,6181.42,7059.44,7380.42,11158.71,10777.12,17327.32,25079.30,29615.80,30313.85,30403.02,28286.32,25582.87,15678.79,21168.69,26679.57,29424.22,30235.81,29050.87,28313.24,29029.43
"Coconut (with husk)","....Nueva Vizcaya",1517.37,1466.33,1521.72,1446.02,1724.42,1912.78,1995.80,3561.57,2853.93,3339.33,4061.60,4908.72,5155.23,5265.32,5319.11,5552.16,9173.77,10638.35,10787.00,9767.00,8796.39,9005.00,8829.04,8692.97,8721.91,7930.52,7333.94,7685.83,7754.15
"Coconut (with husk)","....Quirino",639.50,705.00,736.50,728.38,728.45,728.80,857.11,1526.13,1472.08,1466.99,1366.16,1610.70,2106.40,2268.61,2398.76,2379.29,2354.89,2240.45,2295.64,2288.57,2299.29,2245.73,2217.57,2283.33,2323.19,2349.77,2325.31,2354.74,2315.14
"Coconut (with husk)","..REGION III (CENTRAL LUZON)",90510.38,91168.41,83706.32,86859.17,84397.00,133781.91,134777.56,150408.41,137208.97,137489.91,144044.41,153682.96,180857.73,167685.18,179492.68,173059.35,183654.92,182403.40,189102.87,199730.08,210442.31,212648.27,209025.05,179360.22,189174.44,167737.81,100754.65,106523.60,108071.61
"Coconut (with husk)","....Aurora",83817.45,84929.00,77111.99,80047.46,76620.70,126271.53,126352.78,141335.56,129369.54,132308.66,138529.42,148662.82,176134.96,162866.54,174869.15,167371.00,177615.00,176187.00,182777.00,193220.00,203800.00,206090.00,202565.00,173017.00,182950.00,161325.00,94377.00,100214.10,101621.30
"Coconut (with husk)","....Bataan",4226.41,3964.05,4449.44,4723.37,5650.60,5271.06,5565.79,5881.76,5523.21,3286.66,3439.84,3013.35,2401.89,2467.55,2317.15,3259.13,3479.45,3469.80,3676.30,3852.10,3910.90,3782.90,3691.00,3563.90,3391.80,3622.00,3665.20,3610.55,3691.00
"Coconut (with husk)","....Bulacan",583.65,548.25,616.15,607.43,590.16,591.03,814.92,707.83,384.20,365.69,395.30,366.00,412.09,482.66,537.45,580.42,607.72,624.36,547.23,558.45,563.16,568.50,570.00,581.00,609.50,608.00,629.00,622.50,627.00
"Coconut (with husk)","....Nueva Ecija",219.71,295.17,302.72,299.67,355.16,359.04,354.64,391.88,257.72,225.60,274.23,286.27,611.54,608.24,621.63,637.53,690.42,727.20,748.46,765.44,765.91,767.11,772.28,757.82,765.25,747.03,741.66,755.16,785.28
"Coconut (with husk)","....Pampanga",132.11,108.38,104.39,104.43,103.88,104.65,132.87,162.66,113.79,102.87,111.29,112.48,113.05,162.60,169.25,173.00,178.30,184.50,192.00,188.50,194.50,198.00,206.00,211.00,216.00,221.10,224.10,219.95,225.65
"Coconut (with husk)","....Tarlac",385.26,369.25,372.35,380.99,381.06,381.06,381.56,602.28,412.97,384.53,397.91,504.02,326.09,338.30,341.86,353.78,368.32,383.26,398.53,397.63,393.57,405.67,417.68,433.98,452.23,440.45,434.19,449.72,469.08
"Coconut (with husk)","....Zambales",1145.79,954.32,749.28,695.82,695.43,803.54,1175.00,1326.44,1147.55,815.91,896.42,738.02,858.10,759.30,636.19,684.49,715.71,827.28,763.35,747.96,814.27,836.09,803.09,795.52,789.66,774.23,683.50,651.62,652.30
"Coconut (with husk)","..REGION IV-A (CALABARZON)",1434719.45,1416920.99,1448704.77,1404305.32,1387388.94,1402226.96,1039648.64,1448890.19,1375780.41,1227514.36,1245918.55,1258299.26,1598125.74,1554212.71,1515605.01,1483600.49,1456735.17,1247032.13,1362851.72,1430128.48,1394637.70,1390853.79,1417438.97,1434803.73,1380490.99,1379297.80,1517413.98,1549308.02,1679779.34
"Coconut (with husk)","....Batangas",154839.22,153115.90,154404.49,151157.62,143289.06,164134.91,141559.51,144153.17,140890.70,138457.53,139308.41,138311.12,155291.38,152782.16,135156.96,133000.87,124937.57,129802.28,133935.00,136030.00,132300.00,125930.00,107439.00,82952.50,69256.36,68371.80,76826.50,84506.50,99645.21
"Coconut (with husk)","....Cavite",28174.96,21402.10,23109.93,24859.20,22436.24,21889.40,21716.34,33807.68,34060.92,33266.53,38868.31,40250.22,38373.35,38875.98,39342.93,40260.36,37982.99,38459.63,38847.29,40124.17,39708.86,40322.27,40386.42,41143.61,36511.29,35930.66,41712.70,44205.20,44684.97
"Coconut (with husk)","....Laguna",115685.38,109865.03,104133.91,97455.89,93968.32,110045.58,107373.38,107241.41,106169.00,100042.18,107713.06,108792.42,107042.69,106750.45,104288.31,102842.00,102409.31,102152.57,98490.75,107321.89,107215.68,109185.55,114450.07,119270.94,96110.06,63990.06,73231.58,81694.85,84748.53
"Coconut (with husk)","....Quezon",1135207.77,1131745.97,1166253.70,1130068.20,1126964.10,1105388.15,768261.54,1162934.54,1094011.19,955123.57,959350.66,970220.05,1296688.73,1255072.36,1236076.46,1206761.06,1190722.00,975959.52,1090941.42,1145999.34,1114764.02,1114760.53,1154500.29,1190719.40,1177892.89,1210224.58,1324913.44,1338141.31,1449926.81
"Coconut (with husk)","....Rizal",812.12,792.00,802.73,764.42,731.22,768.93,737.86,753.39,648.61,624.55,678.12,725.45,729.60,731.76,740.35,736.20,683.30,658.13,637.26,653.08,649.14,655.44,663.19,717.28,720.39,780.70,729.76,760.16,773.81
"Coconut (with husk)","..MIMAROPA REGION",382474.00,360057.59,409048.94,428829.19,487759.85,527697.59,515897.15,570669.39,571225.56,493133.17,515077.17,525999.95,651561.59,629356.49,628284.78,667150.46,666398.32,567160.82,580603.38,668360.68,659219.26,712899.74,745488.54,779134.54,806928.97,818146.12,758748.45,772478.55,790677.72
"Coconut (with husk)","....Marinduque",76530.15,64636.04,68108.20,63992.26,67037.02,76109.25,67269.25,82054.56,77642.87,78838.62,86366.26,86407.40,140685.44,134031.56,126522.25,142567.25,139314.73,55836.44,58104.25,85945.66,63289.42,65399.24,65093.12,75865.43,75961.13,83898.94,72727.16,68467.40,70461.85
"Coconut (with husk)","....Occidental Mindoro",4831.50,5007.15,5290.73,5281.66,4601.09,4619.83,5180.45,7922.32,8422.82,9460.90,10304.34,10135.03,9648.43,9861.31,9066.20,8871.93,8521.25,8772.23,9727.16,10291.15,10688.05,11096.15,11612.65,11870.96,12237.96,12851.41,13437.77,14201.92,14686.46
"Coconut (with husk)","....Oriental Mindoro",108357.05,98222.12,110604.13,108643.98,126778.90,137688.02,138583.82,150558.65,145620.80,114407.86,121190.59,131586.44,106058.26,108494.32,105425.60,118965.38,115318.95,116614.06,115396.63,124740.36,123770.21,126006.30,130224.30,105679.14,107130.73,83985.02,69713.46,71130.06,72730.70
"Coconut (with husk)","....Palawan",109743.82,109784.42,122374.84,134364.29,159288.47,160864.46,156120.59,169106.44,165076.45,126872.59,135785.50,135724.05,139104.98,139107.70,151833.65,151993.68,154022.74,171388.38,181256.10,216079.48,240081.79,289262.20,309967.97,357882.03,397579.62,413628.88,385793.29,399086.04,408690.56
"Coconut (with husk)","....Romblon",83011.48,82407.87,102671.04,116546.99,130054.38,148416.04,148743.04,161027.42,174462.63,163553.20,161430.48,162147.03,256064.48,237861.61,235437.08,244752.22,249220.65,214549.71,216119.24,231304.03,221389.79,221135.85,228590.50,227836.98,214019.53,223781.87,217076.77,219593.12,224108.15
"Coconut (with husk)","..REGION V (BICOL REGION)",830110.67,804914.29,896415.91,927562.71,1014732.80,1013449.28,899922.73,1145589.90,990660.50,949169.94,1165455.55,1122498.82,1042786.27,1246494.85,1197506.07,1185326.78,1219373.71,959357.84,1159810.47,1257221.30,1269537.97,1201706.92,1240458.84,1255507.49,1124411.51,1105743.39,1081111.78,1076257.29,1186963.56
"Coconut (with husk)","....Albay",150277.32,148378.00,152755.00,163830.65,178312.57,165548.23,147617.20,166102.60,203798.47,156278.12,152043.27,163358.62,179306.92,207157.68,172516.36,183246.36,178852.50,144138.13,149594.96,155663.16,161104.07,160986.45,171039.77,180333.07,105420.08,102844.42,109462.11,112264.12,121271.22
"Coconut (with husk)","....Camarines Norte",79138.33,68889.35,76059.32,69077.49,73166.62,73944.02,63367.31,112006.57,94943.53,102982.04,122337.05,145965.43,160997.75,183543.10,205065.76,208889.40,210855.00,214207.00,228772.29,234261.00,235022.00,233187.00,239547.00,244048.00,242368.53,247011.71,249454.45,261449.80,288476.55
"Coconut (with husk)","....Camarines Sur",253604.24,252137.73,300713.15,314098.06,337708.60,337389.45,266160.54,264804.38,253711.89,213039.00,326590.26,294853.79,364529.61,423723.47,400468.35,362262.84,383794.70,184115.95,306314.24,318602.81,331017.86,322149.00,333822.34,340451.84,323599.37,322705.57,328927.01,292177.15,334413.19
"Coconut (with husk)","....Catanduanes",4006.60,3396.84,3882.26,3710.04,3704.50,3832.35,3422.41,4263.60,2735.23,1118.74,1379.73,1307.75,1476.33,2031.10,1854.12,2243.64,2454.75,2448.64,2750.72,3166.62,3782.26,4055.44,4181.40,4398.05,4738.81,4966.52,5130.68,3817.57,4140.58
"Coconut (with husk)","....Masbate",177298.87,176606.86,203033.83,220568.66,268056.20,267952.52,256674.90,299616.16,225519.44,309030.16,360631.56,301413.32,108839.49,194670.34,183430.18,185248.28,221365.58,280716.16,295882.00,315810.00,307107.85,285829.26,317015.05,316654.88,300424.38,277812.30,270439.08,285080.14,313022.69
"Coconut (with husk)","....Sorsogon",165785.30,155505.52,159972.34,156277.81,153784.31,164782.70,162680.37,298796.59,209951.93,166721.88,202473.67,215599.91,227636.17,235369.16,234171.30,243436.26,222051.18,133731.96,176496.26,229717.71,231503.93,195499.77,174853.28,169621.65,147860.34,150402.87,117698.46,121468.51,125639.33
"Coconut (with husk)","..REGION VI (WESTERN VISAYAS)",304129.83,240613.63,257684.15,268655.24,262682.07,292523.42,291427.32,455396.98,363087.60,327502.77,400903.23,446155.45,502639.75,493255.61,495004.12,500012.90,488400.76,483066.63,482735.56,478330.75,472744.91,459783.73,477952.54,470652.72,359825.93,410887.86,435057.18,467671.34,488254.27
"Coconut (with husk)","....Aklan",76130.74,62997.44,63669.02,65022.13,66360.43,67326.41,67272.06,121223.00,97446.77,84206.36,98160.99,103125.95,107571.45,111558.67,111627.15,112265.08,113661.84,113089.77,107140.22,106264.52,109061.94,110727.63,109663.82,98632.45,44227.39,48471.97,50703.03,52380.42,52842.33
"Coconut (with husk)","....Antique",43920.81,32622.24,33880.47,36483.54,38948.19,41255.87,41733.53,72614.10,50048.31,46504.51,48878.31,65645.93,70268.04,69025.78,61606.80,63535.50,66508.44,67174.74,67817.98,69391.78,67491.72,67434.78,70704.01,75411.17,72450.83,82600.00,84833.04,107346.61,122868.37
"Coconut (with husk)","....Capiz",31838.09,22362.65,23807.82,26155.15,27192.36,30288.91,30439.85,65996.49,45731.69,46688.43,63866.10,68242.11,88937.30,78514.36,91689.25,88154.72,86758.37,87111.63,89286.25,87662.99,90631.40,90666.21,97890.63,91161.72,42580.25,64711.06,75260.15,76196.19,79315.07
"Coconut (with husk)","....Guimaras",..,..,..,..,..,25587.64,25044.55,26063.95,25003.53,21576.86,20125.53,21403.31,27858.13,24214.04,21370.60,21908.51,20373.49,21182.87,21787.25,22732.96,24316.61,23763.16,26442.92,26674.95,27816.84,29908.58,29566.85,30677.29,33974.50
"Coconut (with husk)","....Iloilo",54167.94,46067.91,52025.58,58188.83,53227.59,58591.84,59162.92,70942.26,60125.82,44284.30,73411.70,73507.33,74155.31,72526.50,76338.82,79499.16,80162.65,81169.49,79259.28,75829.82,72403.21,56727.52,62449.17,67054.58,59152.37,68854.95,70257.95,72635.64,69380.00
"Coconut (with husk)","....Negros Occidental",98072.26,76563.38,84301.27,82805.59,76953.50,69472.75,67774.43,98557.17,84731.47,84242.31,96460.60,114230.82,133849.53,137416.28,132371.51,134649.93,120935.97,113338.13,117444.58,116448.68,108840.03,110464.42,110802.00,111717.86,113598.25,116341.31,124436.16,128435.19,129874.00
"Coconut (with husk)","..REGION VII (CENTRAL VISAYAS)",387070.25,297732.38,307751.71,303806.91,319819.84,368353.94,362343.85,445225.45,382404.04,281990.19,304633.95,318169.59,330514.24,340519.80,359212.62,354190.03,377016.46,396695.92,393855.25,434588.59,429717.04,438266.53,451036.96,458992.52,448110.88,432042.79,403757.73,433182.42,445357.65
"Coconut (with husk)","....Bohol",137460.29,99399.12,94329.21,93332.24,93793.14,136954.42,137926.01,171943.34,134034.63,77857.48,91823.26,104407.39,111419.16,120157.07,123962.17,116264.93,127366.72,143360.91,138765.80,168166.49,183846.67,158668.30,165853.66,172697.92,177573.35,156619.95,145029.28,163033.84,170292.79
"Coconut (with husk)","....Cebu",108626.76,80184.50,92965.20,91983.19,97864.88,98654.57,95259.89,115864.67,104470.01,90575.97,88884.38,80420.90,83057.27,80567.64,78519.78,79905.90,79386.09,84067.82,82308.40,94004.97,87927.18,95694.65,109870.37,113280.37,103476.22,106882.40,107702.61,111379.07,112624.03
"Coconut (with husk)","....Negros Oriental",130285.17,112100.49,113650.92,112683.33,119854.66,120886.98,118588.60,143965.28,134394.00,106505.40,115975.87,125276.33,127903.57,131688.56,148627.60,149462.91,161401.60,160395.32,163802.79,161832.67,147810.91,173375.11,164212.80,162757.31,156684.34,157974.17,142178.44,149381.71,153049.71
"Coconut (with husk)","....Siquijor",10698.04,6048.28,6806.38,5808.15,8307.17,11857.98,10569.36,13452.17,9505.39,7051.34,7950.45,8064.97,8134.24,8106.53,8103.07,8556.29,8862.05,8871.87,8978.26,10584.46,10132.28,10528.47,11100.13,10256.92,10376.97,10566.27,8847.40,9387.80,9391.12
